"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUS","TRADEGOODSERV","EXP","PC_GDP","A","1980",14.8874026135983,
"AUS","TRADEGOODSERV","EXP","PC_GDP","A","1981",13.519015558184,
"AUS","TRADEGOODSERV","EXP","PC_GDP","A","1982",13.5732009925558,
"AUS","TRADEGOODSERV","EXP","PC_GDP","A","1983",13.5574025196084,
"AUS","TRADEGOODSERV","EXP","PC_GDP","A","1984",15.2225977952542,
"AUS","TRADEGOODSERV","EXP","PC_GDP","A","1985",14.9730508851423,
"AUS","TRADEGOODSERV","EXP","PC_GDP","A","1986",15.4577900081717,
"AUS","TRADEGOODSERV","EXP","PC_GDP","A","1987",15.9534152879194,
"AUS","TRADEGOODSERV","EXP","PC_GDP","A","1988",15.1175735853155,
"AUS","TRADEGOODSERV","EXP","PC_GDP","A","1989",15.1146011445289,
"AUS","TRADEGOODSERV","EXP","PC_GDP","A","1990",16.0280733856599,
"AUS","TRADEGOODSERV","EXP","PC_GDP","A","1991",16.6578862195805,
"AUS","TRADEGOODSERV","EXP","PC_GDP","A","1992",17.539365425957,
"AUS","TRADEGOODSERV","EXP","PC_GDP","A","1993",17.9719729716408,
"AUS","TRADEGOODSERV","EXP","PC_GDP","A","1994",17.8718949924568,
"AUS","TRADEGOODSERV","EXP","PC_GDP","A","1995",18.8916071752677,
"AUS","TRADEGOODSERV","EXP","PC_GDP","A","1996",19.1287538535611,
"AUS","TRADEGOODSERV","EXP","PC_GDP","A","1997",19.5582295237772,
"AUS","TRADEGOODSERV","EXP","PC_GDP","A","1998",18.3070802783446,
"AUS","TRADEGOODSERV","EXP","PC_GDP","A","1999",19.4052796907092,
"AUS","TRADEGOODSERV","EXP","PC_GDP","A","2000",22.1681831556551,
"AUS","TRADEGOODSERV","EXP","PC_GDP","A","2001",20.7379562294817,
"AUS","TRADEGOODSERV","EXP","PC_GDP","A","2002",19.0670417369508,
"AUS","TRADEGOODSERV","EXP","PC_GDP","A","2003",17.1717885180982,
"AUS","TRADEGOODSERV","EXP","PC_GDP","A","2004",18.2345398442686,
"AUS","TRADEGOODSERV","EXP","PC_GDP","A","2005",19.8670743134475,
"AUS","TRADEGOODSERV","EXP","PC_GDP","A","2006",20.1972095519184,
"AUS","TRADEGOODSERV","EXP","PC_GDP","A","2007",20.1570110070534,
"AUS","TRADEGOODSERV","EXP","PC_GDP","A","2008",23.0136347671101,
"AUS","TRADEGOODSERV","EXP","PC_GDP","A","2009",19.7992817578298,
"AUS","TRADEGOODSERV","EXP","PC_GDP","A","2010",21.4374194076014,
"AUS","TRADEGOODSERV","EXP","PC_GDP","A","2011",21.4993440769616,
"AUS","TRADEGOODSERV","EXP","PC_GDP","A","2012",19.9857077588126,
"AUS","TRADEGOODSERV","EXP","PC_GDP","A","2013",21.0963738828485,
"AUS","TRADEGOODSERV","EXP","PC_GDP","A","2014",20.0680710032927,
"AUS","TRADEGOODSERV","EXP","PC_GDP","A","2015",19.272258011581,
"AUS","TRADEGOODSERV","EXP","PC_GDP","A","2016",21.231183492644,
"AUS","TRADEGOODSERV","EXP","PC_GDP","A","2017",21.8734041196439,
"AUS","TRADEGOODSERV","EXP","PC_GDP","A","2018",24.1515391092117,
"AUS","TRADEGOODSERV","EXP","PC_GDP","A","2019",24.0082830210698,
"AUS","TRADEGOODSERV","EXP","PC_GDP","A","2020",22.0751685117277,
"AUT","TRADEGOODSERV","EXP","PC_GDP","A","1980",31.6930717643075,"E"
"AUT","TRADEGOODSERV","EXP","PC_GDP","A","1981",33.0006616186123,"E"
"AUT","TRADEGOODSERV","EXP","PC_GDP","A","1982",31.7414964406827,"E"
"AUT","TRADEGOODSERV","EXP","PC_GDP","A","1983",30.4781988392966,"E"
"AUT","TRADEGOODSERV","EXP","PC_GDP","A","1984",32.7510176411213,"E"
"AUT","TRADEGOODSERV","EXP","PC_GDP","A","1985",34.9213214316704,"E"
"AUT","TRADEGOODSERV","EXP","PC_GDP","A","1986",31.9977146539408,"E"
"AUT","TRADEGOODSERV","EXP","PC_GDP","A","1987",31.4062049060141,"E"
"AUT","TRADEGOODSERV","EXP","PC_GDP","A","1988",33.0709262117721,"E"
"AUT","TRADEGOODSERV","EXP","PC_GDP","A","1989",35.015202765658,"E"
"AUT","TRADEGOODSERV","EXP","PC_GDP","A","1990",35.6974146363318,"E"
"AUT","TRADEGOODSERV","EXP","PC_GDP","A","1991",34.5904881001276,"E"
"AUT","TRADEGOODSERV","EXP","PC_GDP","A","1992",33.1552676550195,"E"
"AUT","TRADEGOODSERV","EXP","PC_GDP","A","1993",31.4638980456583,"E"
"AUT","TRADEGOODSERV","EXP","PC_GDP","A","1994",32.1585338842986,"E"
"AUT","TRADEGOODSERV","EXP","PC_GDP","A","1995",33.5331403455378,
"AUT","TRADEGOODSERV","EXP","PC_GDP","A","1996",34.2492761073574,
"AUT","TRADEGOODSERV","EXP","PC_GDP","A","1997",37.0280827384957,
"AUT","TRADEGOODSERV","EXP","PC_GDP","A","1998",38.351021186462,
"AUT","TRADEGOODSERV","EXP","PC_GDP","A","1999",39.3570378852981,
"AUT","TRADEGOODSERV","EXP","PC_GDP","A","2000",43.3462739519887,
"AUT","TRADEGOODSERV","EXP","PC_GDP","A","2001",44.6175555179483,
"AUT","TRADEGOODSERV","EXP","PC_GDP","A","2002",45.31938619858,
"AUT","TRADEGOODSERV","EXP","PC_GDP","A","2003",44.57041471914,
"AUT","TRADEGOODSERV","EXP","PC_GDP","A","2004",46.8672149740213,
"AUT","TRADEGOODSERV","EXP","PC_GDP","A","2005",48.6197522046932,
"AUT","TRADEGOODSERV","EXP","PC_GDP","A","2006",50.8416688618235,
"AUT","TRADEGOODSERV","EXP","PC_GDP","A","2007",52.560869422371,
"AUT","TRADEGOODSERV","EXP","PC_GDP","A","2008",53.2488606164087,
"AUT","TRADEGOODSERV","EXP","PC_GDP","A","2009",45.2074165608437,
"AUT","TRADEGOODSERV","EXP","PC_GDP","A","2010",51.2621603273359,
"AUT","TRADEGOODSERV","EXP","PC_GDP","A","2011",53.9486708516394,
