LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
HUN,TRADEGOODSERV,IMP,AGRWTH,A,2009,-14.18679001,
HUN,TRADEGOODSERV,IMP,AGRWTH,A,2010,9.744586917,
HUN,TRADEGOODSERV,IMP,AGRWTH,A,2011,4.05437017,
HUN,TRADEGOODSERV,IMP,AGRWTH,A,2012,-3.14071018,
HUN,TRADEGOODSERV,IMP,AGRWTH,A,2013,4.115932861,
HUN,TRADEGOODSERV,IMP,AGRWTH,A,2014,10.90108093,
HUN,TRADEGOODSERV,IMP,AGRWTH,A,2015,5.676976572,
HUN,TRADEGOODSERV,IMP,AGRWTH,A,2016,3.470685093,
HUN,TRADEGOODSERV,IMP,AGRWTH,A,2017,8.396545906,
HUN,TRADEGOODSERV,IMP,AGRWTH,A,2018,6.963504261,
HUN,TRADEGOODSERV,IMP,AGRWTH,A,2019,8.206039597,
HUN,TRADEGOODSERV,IMP,AGRWTH,A,2020,-3.854688772,
DNK,TRADEGOODSERV,IMP,AGRWTH,A,1995,6.805663689,
DNK,TRADEGOODSERV,IMP,AGRWTH,A,1996,3.13146161,
DNK,TRADEGOODSERV,IMP,AGRWTH,A,1997,9.241918542,
DNK,TRADEGOODSERV,IMP,AGRWTH,A,1998,7.581065511,
DNK,TRADEGOODSERV,IMP,AGRWTH,A,1999,2.547456191,
DNK,TRADEGOODSERV,IMP,AGRWTH,A,2000,13.7099288,
DNK,TRADEGOODSERV,IMP,AGRWTH,A,2001,2.400200895,
DNK,TRADEGOODSERV,IMP,AGRWTH,A,2002,6.371917996,
DNK,TRADEGOODSERV,IMP,AGRWTH,A,2003,-1.03231218,
DNK,TRADEGOODSERV,IMP,AGRWTH,A,2004,7.153290289,
DNK,TRADEGOODSERV,IMP,AGRWTH,A,2005,11.40134819,
DNK,TRADEGOODSERV,IMP,AGRWTH,A,2006,13.96515647,
DNK,TRADEGOODSERV,IMP,AGRWTH,A,2007,5.837965706,
DNK,TRADEGOODSERV,IMP,AGRWTH,A,2008,4.770228476,
DNK,TRADEGOODSERV,IMP,AGRWTH,A,2009,-11.94357912,
DNK,TRADEGOODSERV,IMP,AGRWTH,A,2010,0.54066468,
DNK,TRADEGOODSERV,IMP,AGRWTH,A,2011,7.443614175,
DNK,TRADEGOODSERV,IMP,AGRWTH,A,2012,2.708967109,
DNK,TRADEGOODSERV,IMP,AGRWTH,A,2013,1.470654396,
DNK,TRADEGOODSERV,IMP,AGRWTH,A,2014,3.89670528,
DNK,TRADEGOODSERV,IMP,AGRWTH,A,2015,4.560764184,
DNK,TRADEGOODSERV,IMP,AGRWTH,A,2016,3.662224706,
DNK,TRADEGOODSERV,IMP,AGRWTH,A,2017,4.183152077,
DNK,TRADEGOODSERV,IMP,AGRWTH,A,2018,5.092489066,
DNK,TRADEGOODSERV,IMP,AGRWTH,A,2019,3.010683301,
DNK,TRADEGOODSERV,IMP,AGRWTH,A,2020,-3.551957769,
LUX,TRADEGOODSERV,IMP,AGRWTH,A,1995,4.235224275,E
LUX,TRADEGOODSERV,IMP,AGRWTH,A,1996,7.812916004,
LUX,TRADEGOODSERV,IMP,AGRWTH,A,1997,16.02120992,
LUX,TRADEGOODSERV,IMP,AGRWTH,A,1998,17.38892036,
LUX,TRADEGOODSERV,IMP,AGRWTH,A,1999,13.16452171,
LUX,TRADEGOODSERV,IMP,AGRWTH,A,2000,16.87834981,
LUX,TRADEGOODSERV,IMP,AGRWTH,A,2001,6.830035425,
LUX,TRADEGOODSERV,IMP,AGRWTH,A,2002,-1.488938671,
LUX,TRADEGOODSERV,IMP,AGRWTH,A,2003,3.643466993,
LUX,TRADEGOODSERV,IMP,AGRWTH,A,2004,9.095359087,
LUX,TRADEGOODSERV,IMP,AGRWTH,A,2005,6.14767862,
LUX,TRADEGOODSERV,IMP,AGRWTH,A,2006,11.49164141,
LUX,TRADEGOODSERV,IMP,AGRWTH,A,2007,2.563602841,
LUX,TRADEGOODSERV,IMP,AGRWTH,A,2008,2.180578269,
LUX,TRADEGOODSERV,IMP,AGRWTH,A,2009,-9.073442642,
LUX,TRADEGOODSERV,IMP,AGRWTH,A,2010,14.25311677,
LUX,TRADEGOODSERV,IMP,AGRWTH,A,2011,6.745900027,
LUX,TRADEGOODSERV,IMP,AGRWTH,A,2012,1.760359091,
LUX,TRADEGOODSERV,IMP,AGRWTH,A,2013,6.229425302,
LUX,TRADEGOODSERV,IMP,AGRWTH,A,2014,8.236166684,
LUX,TRADEGOODSERV,IMP,AGRWTH,A,2015,5.707649672,
LUX,TRADEGOODSERV,IMP,AGRWTH,A,2016,3.751992726,
LUX,TRADEGOODSERV,IMP,AGRWTH,A,2017,0.75352596,
LUX,TRADEGOODSERV,IMP,AGRWTH,A,2018,3.711203579,
LUX,TRADEGOODSERV,IMP,AGRWTH,A,2019,5.67928371,
LUX,TRADEGOODSERV,IMP,AGRWTH,A,2020,-0.412415256,
GBR,TRADEGOODSERV,IMP,AGRWTH,A,1995,5.54325933,E
GBR,TRADEGOODSERV,IMP,AGRWTH,A,1996,9.241369371,
GBR,TRADEGOODSERV,IMP,AGRWTH,A,1997,10.24950341,
GBR,TRADEGOODSERV,IMP,AGRWTH,A,1998,9.075255378,
GBR,TRADEGOODSERV,IMP,AGRWTH,A,1999,7.883765581,
GBR,TRADEGOODSERV,IMP,AGRWTH,A,2000,8.628272961,
GBR,TRADEGOODSERV,IMP,AGRWTH,A,2001,6.451814231,
GBR,TRADEGOODSERV,IMP,AGRWTH,A,2002,5.642807064,
GBR,TRADEGOODSERV,IMP,AGRWTH,A,2003,2.601444785,
GBR,TRADEGOODSERV,IMP,AGRWTH,A,2004,6.730868917,
GBR,TRADEGOODSERV,IMP,AGRWTH,A,2005,7.074606128,
GBR,TRADEGOODSERV,IMP,AGRWTH,A,2006,10.53878163,
GBR,TRADEGOODSERV,IMP,AGRWTH,A,2007,-1.810140426,
GBR,TRADEGOODSERV,IMP,AGRWTH,A,2008,-1.840603384,
GBR,TRADEGOODSERV,IMP,AGRWTH,A,2009,-7.411801945,
GBR,TRADEGOODSERV,IMP,AGRWTH,A,2010,8.275422238,
GBR,TRADEGOODSERV,IMP,AGRWTH,A,2011,2.622856985,
GBR,TRADEGOODSERV,IMP,AGRWTH,A,2012,1.966929956,
GBR,TRADEGOODSERV,IMP,AGRWTH,A,2013,3.483189289,
GBR,TRADEGOODSERV,IMP,AGRWTH,A,2014,4.927002943,
GBR,TRADEGOODSERV,IMP,AGRWTH,A,2015,4.953384783,
GBR,TRADEGOODSERV,IMP,AGRWTH,A,2016,3.978551897,
GBR,TRADEGOODSERV,IMP,AGRWTH,A,2017,3.341905759,
GBR,TRADEGOODSERV,IMP,AGRWTH,A,2018,3.337296012,
GBR,TRADEGOODSERV,IMP,AGRWTH,A,2019,2.602996646,
